"id","report_date","period_date","hw","units"
"2003-06-01_GBA","2003-06-01",7,"GBA",54447
"2003-06-01_WS","2003-06-01",7,"WS",407
"2003-06-08_PS","2003-06-08",7,"PS",658
"2003-06-08_PS2","2003-06-08",7,"PS2",45908
"2003-06-08_Xbox","2003-06-08",7,"Xbox",893
"2003-06-08_GC","2003-06-08",7,"GC",3221
"2003-06-08_GBA","2003-06-08",7,"GBA",41269
"2003-06-08_WS","2003-06-08",7,"WS",416
"2003-06-15_PS","2003-06-15",7,"PS",899
"2003-06-15_PS2","2003-06-15",7,"PS2",52304
"2003-06-15_Xbox","2003-06-15",7,"Xbox",937
"2003-06-15_GC","2003-06-15",7,"GC",1014
"2003-06-15_GBA","2003-06-15",7,"GBA",42255
"2003-06-15_WS","2003-06-15",7,"WS",648
"2003-06-22_PS","2003-06-22",7,"PS",1119
"2003-06-22_PS2","2003-06-22",7,"PS2",39324
"2003-06-22_Xbox","2003-06-22",7,"Xbox",756
"2003-06-22_GC","2003-06-22",7,"GC",15701
"2003-06-22_GBA","2003-06-22",7,"GBA",44880
"2003-06-22_WS","2003-06-22",7,"WS",439
"2003-06-29_PS","2003-06-29",7,"PS",1054
"2003-06-29_PS2","2003-06-29",7,"PS2",41163
"2003-06-29_Xbox","2003-06-29",7,"Xbox",3612
"2003-06-29_GC","2003-06-29",7,"GC",13903
"2003-06-29_GBA","2003-06-29",7,"GBA",41435
"2003-06-29_WS","2003-06-29",7,"WS",361
"2003-07-06_PS","2003-07-06",7,"PS",887
"2003-07-06_PS2","2003-07-06",7,"PS2",41750
"2003-07-06_Xbox","2003-07-06",7,"Xbox",1597
"2003-07-06_GC","2003-07-06",7,"GC",10447
"2003-07-06_GBA","2003-07-06",7,"GBA",39750
"2003-07-06_WS","2003-07-06",7,"WS",480
"2003-07-13_PS","2003-07-13",7,"PS",789
"2003-07-13_PS2","2003-07-13",7,"PS2",33222
"2003-07-13_Xbox","2003-07-13",7,"Xbox",1018
"2003-07-13_GC","2003-07-13",7,"GC",10138
"2003-07-13_GBA","2003-07-13",7,"GBA",41319
"2003-07-13_WS","2003-07-13",7,"WS",349
"2003-07-20_PS","2003-07-20",7,"PS",538
"2003-07-20_PS2","2003-07-20",7,"PS2",39957
"2003-07-20_Xbox","2003-07-20",7,"Xbox",1212
"2003-07-20_GC","2003-07-20",7,"GC",11018
"2003-07-20_GBA","2003-07-20",7,"GBA",51077
"2003-07-20_WS","2003-07-20",7,"WS",1251
"2003-07-27_PS","2003-07-27",7,"PS",758
"2003-07-27_PS2","2003-07-27",7,"PS2",40519
"2003-07-27_Xbox","2003-07-27",7,"Xbox",1067
"2003-07-27_GC","2003-07-27",7,"GC",12516
"2003-07-27_GBA","2003-07-27",7,"GBA",53734
"2003-07-27_WS","2003-07-27",7,"WS",903
"2003-08-03_PS","2003-08-03",7,"PS",785
"2003-08-03_PS2","2003-08-03",7,"PS2",40093
"2003-08-03_Xbox","2003-08-03",7,"Xbox",1174
"2003-08-03_GC","2003-08-03",7,"GC",13152
"2003-08-03_GBA","2003-08-03",7,"GBA",51348
"2003-08-03_WS","2003-08-03",7,"WS",1003
"2003-08-17_PS","2003-08-17",14,"PS",1588
"2003-08-17_PS2","2003-08-17",14,"PS2",95111
"2003-08-17_Xbox","2003-08-17",14,"Xbox",1754
"2003-08-17_GC","2003-08-17",14,"GC",41543
"2003-08-17_GBA","2003-08-17",14,"GBA",126677
"2003-08-17_WS","2003-08-17",14,"WS",1106
"2003-08-24_PS","2003-08-24",7,"PS",526
"2003-08-24_PS2","2003-08-24",7,"PS2",31702
"2003-08-24_Xbox","2003-08-24",7,"Xbox",730
"2003-08-24_GC","2003-08-24",7,"GC",12671
"2003-08-24_GBA","2003-08-24",7,"GBA",43462
"2003-08-24_WS","2003-08-24",7,"WS",484
"2003-08-31_PS","2003-08-31",7,"PS",658
"2003-08-31_PS2","2003-08-31",7,"PS2",34622
"2003-08-31_Xbox","2003-08-31",7,"Xbox",1151
"2003-08-31_GC","2003-08-31",7,"GC",33984
"2003-08-31_GBA","2003-08-31",7,"GBA",56979
"2003-08-31_WS","2003-08-31",7,"WS",377
"2003-09-07_PS","2003-09-07",7,"PS",591
"2003-09-07_PS2","2003-09-07",7,"PS2",29807
"2003-09-07_Xbox","2003-09-07",7,"Xbox",579
"2003-09-07_GC","2003-09-07",7,"GC",22585
"2003-09-07_GBA","2003-09-07",7,"GBA",50717
"2003-09-07_WS","2003-09-07",7,"WS",316
"2003-09-14_PS","2003-09-14",7,"PS",505
"2003-09-14_PS2","2003-09-14",7,"PS2",30050
"2003-09-14_Xbox","2003-09-14",7,"Xbox",510
"2003-09-14_GC","2003-09-14",7,"GC",17359
"2003-09-14_GBA","2003-09-14",7,"GBA",45268
"2003-09-14_WS","2003-09-14",7,"WS",494
"2003-09-21_PS","2003-09-21",7,"PS",738
"2003-09-21_PS2","2003-09-21",7,"PS2",28557
"2003-09-21_Xbox","2003-09-21",7,"Xbox",607
"2003-09-21_GC","2003-09-21",7,"GC",14380
"2003-09-21_GBA","2003-09-21",7,"GBA",40932
"2003-09-21_WS","2003-09-21",7,"WS",368
"2003-09-28_PS","2003-09-28",7,"PS",941
"2003-09-28_PS2","2003-09-28",7,"PS2",32275
"2003-09-28_Xbox","2003-09-28",7,"Xbox",931
"2003-09-28_GC","2003-09-28",7,"GC",15515
"2003-09-28_GBA","2003-09-28",7,"GBA",39205
"2003-09-28_WS","2003-09-28",7,"WS",288
"2003-10-05_PS","2003-10-05",7,"PS",954
"2003-10-05_PS2","2003-10-05",7,"PS2",28201
"2003-10-05_Xbox","2003-10-05",7,"Xbox",616
"2003-10-05_GC","2003-10-05",7,"GC",10877
"2003-10-05_GBA","2003-10-05",7,"GBA",33447
"2003-10-05_WS","2003-10-05",7,"WS",259
"2003-10-12_PS","2003-10-12",7,"PS",404
"2003-10-12_PS2","2003-10-12",7,"PS2",26096
"2003-10-12_Xbox","2003-10-12",7,"Xbox",438
"2003-10-12_GC","2003-10-12",7,"GC",9332
"2003-10-12_GBA","2003-10-12",7,"GBA",30534
"2003-10-12_WS","2003-10-12",7,"WS",228
"2003-10-19_PS","2003-10-19",7,"PS",511
"2003-10-19_PS2","2003-10-19",7,"PS2",26239
"2003-10-19_Xbox","2003-10-19",7,"Xbox",544
"2003-10-19_GC","2003-10-19",7,"GC",15563
"2003-10-19_GBA","2003-10-19",7,"GBA",30761
"2003-10-19_WS","2003-10-19",7,"WS",496
"2003-10-26_PS","2003-10-26",7,"PS",479
"2003-10-26_PS2","2003-10-26",7,"PS2",26393
"2003-10-26_Xbox","2003-10-26",7,"Xbox",408
"2003-10-26_GC","2003-10-26",7,"GC",14401
"2003-10-26_GBA","2003-10-26",7,"GBA",25507
"2003-10-26_WS","2003-10-26",7,"WS",181
"2003-11-02_PS","2003-11-02",7,"PS",516
"2003-11-02_PS2","2003-11-02",7,"PS2",26139
"2003-11-02_Xbox","2003-11-02",7,"Xbox",555
"2003-11-02_GC","2003-11-02",7,"GC",14702
"2003-11-02_GBA","2003-11-02",7,"GBA",29024
"2003-11-02_WS","2003-11-02",7,"WS",192
"2003-11-09_PS","2003-11-09",7,"PS",618
"2003-11-09_PS2","2003-11-09",7,"PS2",20939
"2003-11-09_Xbox","2003-11-09",7,"Xbox",595
"2003-11-09_GC","2003-11-09",7,"GC",20587
"2003-11-09_GBA","2003-11-09",7,"GBA",28354
"2003-11-09_WS","2003-11-09",7,"WS",282
"2003-11-16_PS","2003-11-16",7,"PS",470
"2003-11-16_PS2","2003-11-16",7,"PS2",54670
"2003-11-16_Xbox","2003-11-16",7,"Xbox",617
"2003-11-16_GC","2003-11-16",7,"GC",20016
"2003-11-16_GBA","2003-11-16",7,"GBA",26212
"2003-11-16_WS","2003-11-16",7,"WS",170
"2003-11-23_PS","2003-11-23",7,"PS",729
"2003-11-23_PS2","2003-11-23",7,"PS2",62996
"2003-11-23_Xbox","2003-11-23",7,"Xbox",3211
"2003-11-23_GC","2003-11-23",7,"GC",22005
"2003-11-23_GBA","2003-11-23",7,"GBA",27687
"2003-11-23_WS","2003-11-23",7,"WS",360
"2003-11-30_PS","2003-11-30",7,"PS",565
"2003-11-30_PS2","2003-11-30",7,"PS2",94328
"2003-11-30_Xbox","2003-11-30",7,"Xbox",2209
"2003-11-30_GC","2003-11-30",7,"GC",30378
"2003-11-30_GBA","2003-11-30",7,"GBA",53582
"2003-11-30_WS","2003-11-30",7,"WS",510
"2003-12-07_PS","2003-12-07",7,"PS",512
"2003-12-07_PS2","2003-12-07",7,"PS2",124403
"2003-12-07_Xbox","2003-12-07",7,"Xbox",2683
"2003-12-07_GC","2003-12-07",7,"GC",38264
"2003-12-07_GBA","2003-12-07",7,"GBA",48757
"2003-12-07_WS","2003-12-07",7,"WS",498
"2003-12-14_PS2","2003-12-14",7,"PS2",127319
"2003-12-14_GC","2003-12-14",7,"GC",55962
"2003-12-14_Xbox","2003-12-14",7,"Xbox",1910
"2003-12-14_PS","2003-12-14",7,"PS",449
"2003-12-14_GBA","2003-12-14",7,"GBA",82754
"2003-12-14_WS","2003-12-14",7,"WS",226
"2003-12-21_PS2","2003-12-21",7,"PS2",150692
"2003-12-21_GC","2003-12-21",7,"GC",128502
"2003-12-21_Xbox","2003-12-21",7,"Xbox",2107
"2003-12-21_PS","2003-12-21",7,"PS",571
"2003-12-21_GBA","2003-12-21",7,"GBA",170740
"2003-12-21_WS","2003-12-21",7,"WS",308
"2004-01-04_PS2","2004-01-04",14,"PS2",402180
"2004-01-04_GC","2004-01-04",14,"GC",273201
"2004-01-04_Xbox","2004-01-04",14,"Xbox",5560
"2004-01-04_PS","2004-01-04",14,"PS",1968
"2004-01-04_GBA","2004-01-04",14,"GBA",430585
"2004-01-04_WS","2004-01-04",14,"WS",1199
"2004-01-11_PS2","2004-01-11",7,"PS2",94724
"2004-01-11_GC","2004-01-11",7,"GC",32310
"2004-01-11_Xbox","2004-01-11",7,"Xbox",1242
"2004-01-11_GBA","2004-01-11",7,"GBA",71688
"2004-01-18_PS2","2004-01-18",7,"PS2",60202
"2004-01-18_GC","2004-01-18",7,"GC",19289
"2004-01-18_Xbox","2004-01-18",7,"Xbox",1163
"2004-01-18_GBA","2004-01-18",7,"GBA",49482
"2004-01-25_PS2","2004-01-25",7,"PS2",51650
"2004-01-25_GC","2004-01-25",7,"GC",13306
"2004-01-25_Xbox","2004-01-25",7,"Xbox",813
"2004-01-25_GBA","2004-01-25",7,"GBA",51977
"2004-02-01_PS2","2004-02-01",7,"PS2",44433
"2004-02-01_GC","2004-02-01",7,"GC",11029
"2004-02-01_Xbox","2004-02-01",7,"Xbox",1027
"2004-02-01_GBA","2004-02-01",7,"GBA",74853
"2004-02-08_PS2","2004-02-08",7,"PS2",41735
"2004-02-08_GC","2004-02-08",7,"GC",10125
"2004-02-08_Xbox","2004-02-08",7,"Xbox",831
"2004-02-08_GBA","2004-02-08",7,"GBA",56316
"2004-02-15_PS2","2004-02-15",7,"PS2",50777
"2004-02-15_GC","2004-02-15",7,"GC",9826
"2004-02-15_Xbox","2004-02-15",7,"Xbox",629
"2004-02-15_GBA","2004-02-15",7,"GBA",91921
"2004-02-22_PS2","2004-02-22",7,"PS2",44419
"2004-02-22_GC","2004-02-22",7,"GC",7302
"2004-02-22_Xbox","2004-02-22",7,"Xbox",603
"2004-02-22_GBA","2004-02-22",7,"GBA",56711
"2004-02-29_PS2","2004-02-29",7,"PS2",50925
"2004-02-29_GC","2004-02-29",7,"GC",9405
"2004-02-29_Xbox","2004-02-29",7,"Xbox",986
"2004-02-29_GBA","2004-02-29",7,"GBA",59546
"2004-03-07_PS2","2004-03-07",7,"PS2",41750
"2004-03-07_GC","2004-03-07",7,"GC",7770
"2004-03-07_Xbox","2004-03-07",7,"Xbox",594
"2004-03-07_GBA","2004-03-07",7,"GBA",51945
"2004-03-14_PS2","2004-03-14",7,"PS2",42814
"2004-03-14_GC","2004-03-14",7,"GC",12054
"2004-03-14_Xbox","2004-03-14",7,"Xbox",703
"2004-03-14_GBA","2004-03-14",7,"GBA",50864
"2004-03-21_PS2","2004-03-21",7,"PS2",48427
"2004-03-21_GC","2004-03-21",7,"GC",7982
"2004-03-21_Xbox","2004-03-21",7,"Xbox",508
"2004-03-21_GBA","2004-03-21",7,"GBA",43934
"2004-03-28_PS2","2004-03-28",7,"PS2",72752
"2004-03-28_GC","2004-03-28",7,"GC",8048
"2004-03-28_Xbox","2004-03-28",7,"Xbox",789
"2004-03-28_GBA","2004-03-28",7,"GBA",60528
"2004-04-04_PS2","2004-04-04",7,"PS2",66079
"2004-04-04_GC","2004-04-04",7,"GC",9473
"2004-04-04_Xbox","2004-04-04",7,"Xbox",675
"2004-04-04_GBA","2004-04-04",7,"GBA",55034
"2004-04-11_PS2","2004-04-11",7,"PS2",48748
"2004-04-11_GC","2004-04-11",7,"GC",5978
"2004-04-11_Xbox","2004-04-11",7,"Xbox",390
"2004-04-11_GBA","2004-04-11",7,"GBA",38247
"2004-04-18_PS2","2004-04-18",7,"PS2",37344
"2004-04-18_GC","2004-04-18",7,"GC",4353
"2004-04-18_Xbox","2004-04-18",7,"Xbox",397
"2004-04-18_GBA","2004-04-18",7,"GBA",34530
"2004-04-25_PS2","2004-04-25",7,"PS2",43236
"2004-04-25_GC","2004-04-25",7,"GC",5490
"2004-04-25_Xbox","2004-04-25",7,"Xbox",398
"2004-04-25_GBA","2004-04-25",7,"GBA",54548
"2004-05-09_PS2","2004-05-09",14,"PS2",97736
"2004-05-09_GC","2004-05-09",14,"GC",17406
"2004-05-09_Xbox","2004-05-09",14,"Xbox",788
"2004-05-09_GBA","2004-05-09",14,"GBA",126130
"2004-05-16_PS2","2004-05-16",7,"PS2",30348
"2004-05-16_GC","2004-05-16",7,"GC",4135
"2004-05-16_Xbox","2004-05-16",7,"Xbox",222
"2004-05-16_GBA","2004-05-16",7,"GBA",23512
"2004-05-23_PS2","2004-05-23",7,"PS2",27905
"2004-05-23_GC","2004-05-23",7,"GC",5080
"2004-05-23_Xbox","2004-05-23",7,"Xbox",151
"2004-05-23_GBA","2004-05-23",7,"GBA",30425
"2004-05-30_PS2","2004-05-30",7,"PS2",35050
"2004-05-30_GC","2004-05-30",7,"GC",5759
"2004-05-30_Xbox","2004-05-30",7,"Xbox",794
"2004-05-30_GBA","2004-05-30",7,"GBA",31330
"2004-06-06_PS2","2004-06-06",7,"PS2",31760
"2004-06-06_GC","2004-06-06",7,"GC",5041
"2004-06-06_Xbox","2004-06-06",7,"Xbox",573
"2004-06-06_GBA","2004-06-06",7,"GBA",28247
"2004-06-13_PS2","2004-06-13",7,"PS2",26761
"2004-06-13_GC","2004-06-13",7,"GC",4407
"2004-06-13_Xbox","2004-06-13",7,"Xbox",325
"2004-06-13_GBA","2004-06-13",7,"GBA",35010
"2004-06-20_PS2","2004-06-20",7,"PS2",25081
"2004-06-20_GC","2004-06-20",7,"GC",4183
"2004-06-20_Xbox","2004-06-20",7,"Xbox",328
"2004-06-20_GBA","2004-06-20",7,"GBA",27545
"2004-06-27_PS2","2004-06-27",7,"PS2",32585
"2004-06-27_GC","2004-06-27",7,"GC",5018
"2004-06-27_Xbox","2004-06-27",7,"Xbox",274
"2004-06-27_GBA","2004-06-27",7,"GBA",28942
"2004-07-04_PS2","2004-07-04",7,"PS2",33199
"2004-07-04_GC","2004-07-04",7,"GC",5689
"2004-07-04_Xbox","2004-07-04",7,"Xbox",298
"2004-07-04_GBA","2004-07-04",7,"GBA",26695
"2004-07-11_PS2","2004-07-11",7,"PS2",30693
"2004-07-11_GC","2004-07-11",7,"GC",5790
"2004-07-11_Xbox","2004-07-11",7,"Xbox",394
"2004-07-11_GBA","2004-07-11",7,"GBA",26650
"2004-07-18_PS2","2004-07-18",7,"PS2",41107
"2004-07-18_GC","2004-07-18",7,"GC",5229
"2004-07-18_Xbox","2004-07-18",7,"Xbox",373
"2004-07-18_GBA","2004-07-18",7,"GBA",28629
"2004-07-25_PS2","2004-07-25",7,"PS2",42087
"2004-07-25_GC","2004-07-25",7,"GC",9054
"2004-07-25_Xbox","2004-07-25",7,"Xbox",324
"2004-07-25_GBA","2004-07-25",7,"GBA",37155
"2004-08-01_PS2","2004-08-01",7,"PS2",37071
"2004-08-01_GC","2004-08-01",7,"GC",7651
"2004-08-01_Xbox","2004-08-01",7,"Xbox",290
"2004-08-01_GBA","2004-08-01",7,"GBA",38207
"2004-08-15_PS2","2004-08-15",14,"PS2",79496
"2004-08-15_GC","2004-08-15",14,"GC",17638
"2004-08-15_Xbox","2004-08-15",14,"Xbox",707
"2004-08-15_GBA","2004-08-15",14,"GBA",106653
"2004-08-22_PS2","2004-08-22",7,"PS2",31877
"2004-08-22_GC","2004-08-22",7,"GC",7946
"2004-08-22_Xbox","2004-08-22",7,"Xbox",351
"2004-08-22_GBA","2004-08-22",7,"GBA",41015
"2004-08-29_PS2","2004-08-29",7,"PS2",33678
"2004-08-29_GC","2004-08-29",7,"GC",8095
"2004-08-29_Xbox","2004-08-29",7,"Xbox",285
"2004-08-29_GBA","2004-08-29",7,"GBA",41085
"2004-09-05_PS2","2004-09-05",7,"PS2",28216
"2004-09-05_GC","2004-09-05",7,"GC",6970
"2004-09-05_Xbox","2004-09-05",7,"Xbox",233
"2004-09-05_GBA","2004-09-05",7,"GBA",30531
"2004-09-12_PS2","2004-09-12",7,"PS2",29817
"2004-09-12_GC","2004-09-12",7,"GC",5966
"2004-09-12_Xbox","2004-09-12",7,"Xbox",259
"2004-09-12_GBA","2004-09-12",7,"GBA",27545
"2004-09-19_PS2","2004-09-19",7,"PS2",28617
"2004-09-19_GC","2004-09-19",7,"GC",5585
"2004-09-19_Xbox","2004-09-19",7,"Xbox",184
"2004-09-19_GBA","2004-09-19",7,"GBA",64455
"2004-09-26_PS2","2004-09-26",7,"PS2",27574
"2004-09-26_GC","2004-09-26",7,"GC",6229
"2004-09-26_Xbox","2004-09-26",7,"Xbox",266
"2004-09-26_GBA","2004-09-26",7,"GBA",50483
"2004-10-03_PS2","2004-10-03",7,"PS2",22180
"2004-10-03_GC","2004-10-03",7,"GC",4764
"2004-10-03_Xbox","2004-10-03",7,"Xbox",231
"2004-10-03_GBA","2004-10-03",7,"GBA",34031
"2004-10-10_PS2","2004-10-10",7,"PS2",24804
"2004-10-10_GC","2004-10-10",7,"GC",5203
"2004-10-10_Xbox","2004-10-10",7,"Xbox",304
"2004-10-10_GBA","2004-10-10",7,"GBA",35509
"2004-10-17_PS2","2004-10-17",7,"PS2",25640
"2004-10-17_GC","2004-10-17",7,"GC",4950
"2004-10-17_Xbox","2004-10-17",7,"Xbox",174
"2004-10-17_GBA","2004-10-17",7,"GBA",38495
"2004-10-24_PS2","2004-10-24",7,"PS2",20272
"2004-10-24_GC","2004-10-24",7,"GC",4331
"2004-10-24_Xbox","2004-10-24",7,"Xbox",330
"2004-10-24_GBA","2004-10-24",7,"GBA",29900
"2004-10-31_PS2","2004-10-31",7,"PS2",16946
"2004-10-31_GC","2004-10-31",7,"GC",5602
"2004-10-31_Xbox","2004-10-31",7,"Xbox",289
"2004-10-31_GBA","2004-10-31",7,"GBA",31393
"2004-11-07_PS2","2004-11-07",7,"PS2",124757
"2004-11-07_GC","2004-11-07",7,"GC",5834
"2004-11-07_Xbox","2004-11-07",7,"Xbox",5060
"2004-11-07_GBA","2004-11-07",7,"GBA",29878
"2004-11-14_PS2","2004-11-14",7,"PS2",58738
"2004-11-14_GC","2004-11-14",7,"GC",4749
"2004-11-14_Xbox","2004-11-14",7,"Xbox",780
"2004-11-14_GBA","2004-11-14",7,"GBA",43061
"2004-11-21_PS2","2004-11-21",7,"PS2",62014
"2004-11-21_GC","2004-11-21",7,"GC",5018
"2004-11-21_Xbox","2004-11-21",7,"Xbox",1448
"2004-11-21_GBA","2004-11-21",7,"GBA",24282
"2004-11-28_PS2","2004-11-28",7,"PS2",120074
"2004-11-28_GC","2004-11-28",7,"GC",6039
"2004-11-28_Xbox","2004-11-28",7,"Xbox",923
"2004-11-28_GBA","2004-11-28",7,"GBA",41515
"2004-12-05_PS2","2004-12-05",7,"PS2",92609
"2004-12-05_GC","2004-12-05",7,"GC",8147
"2004-12-05_Xbox","2004-12-05",7,"Xbox",652
"2004-12-05_GBA","2004-12-05",7,"GBA",35147
"2004-12-05_DS","2004-12-05",7,"DS",441485
"2004-12-12_PS2","2004-12-12",7,"PS2",104078
"2004-12-12_GC","2004-12-12",7,"GC",12197
"2004-12-12_Xbox","2004-12-12",7,"Xbox",825
"2004-12-12_GBA","2004-12-12",7,"GBA",53181
"2004-12-12_PSP","2004-12-12",7,"PSP",166074
"2004-12-12_DS","2004-12-12",7,"DS",181231
"2004-12-19_PS2","2004-12-19",7,"PS2",124642
"2004-12-19_GC","2004-12-19",7,"GC",54588
"2004-12-19_Xbox","2004-12-19",7,"Xbox",1091
"2004-12-19_GBA","2004-12-19",7,"GBA",90392
"2004-12-19_PSP","2004-12-19",7,"PSP",81355
"2004-12-19_DS","2004-12-19",7,"DS",220295
"2005-01-02_PS2","2005-01-02",14,"PS2",341810
"2005-01-02_GC","2005-01-02",14,"GC",86298
"2005-01-02_Xbox","2005-01-02",14,"Xbox",1756
"2005-01-02_GBA","2005-01-02",14,"GBA",196954
"2005-01-02_PSP","2005-01-02",14,"PSP",203709
"2005-01-02_DS","2005-01-02",14,"DS",426834
"2005-01-09_PS2","2005-01-09",7,"PS2",120505
"2005-01-09_GC","2005-01-09",7,"GC",26773
"2005-01-09_Xbox","2005-01-09",7,"Xbox",838
"2005-01-09_GBA","2005-01-09",7,"GBA",64941
"2005-01-09_PSP","2005-01-09",7,"PSP",55358
"2005-01-09_DS","2005-01-09",7,"DS",132117
"2005-01-16_PS2","2005-01-16",7,"PS2",74306
"2005-01-16_GC","2005-01-16",7,"GC",7117
"2005-01-16_Xbox","2005-01-16",7,"Xbox",454
"2005-01-16_GBA","2005-01-16",7,"GBA",28025
"2005-01-16_PSP","2005-01-16",7,"PSP",57383
"2005-01-16_DS","2005-01-16",7,"DS",58988
"2005-01-23_PS2","2005-01-23",7,"PS2",52230
"2005-01-23_GC","2005-01-23",7,"GC",4124
"2005-01-23_Xbox","2005-01-23",7,"Xbox",405
"2005-01-23_GBA","2005-01-23",7,"GBA",19932
"2005-01-23_PSP","2005-01-23",7,"PSP",66601
"2005-01-23_DS","2005-01-23",7,"DS",47291
"2005-01-30_PS2","2005-01-30",7,"PS2",53829
"2005-01-30_GC","2005-01-30",7,"GC",9725
"2005-01-30_Xbox","2005-01-30",7,"Xbox",507
"2005-01-30_GBA","2005-01-30",7,"GBA",23319
"2005-01-30_PSP","2005-01-30",7,"PSP",71200
"2005-01-30_DS","2005-01-30",7,"DS",42255
"2005-02-06_PS2","2005-02-06",7,"PS2",49612
"2005-02-06_GC","2005-02-06",7,"GC",5209
"2005-02-06_Xbox","2005-02-06",7,"Xbox",308
"2005-02-06_GBA","2005-02-06",7,"GBA",21356
"2005-02-06_PSP","2005-02-06",7,"PSP",51883
"2005-02-06_DS","2005-02-06",7,"DS",35451
"2005-02-13_PS2","2005-02-13",7,"PS2",49028
"2005-02-13_GC","2005-02-13",7,"GC",3434
"2005-02-13_Xbox","2005-02-13",7,"Xbox",329
"2005-02-13_GBA","2005-02-13",7,"GBA",21051
"2005-02-13_PSP","2005-02-13",7,"PSP",52644
"2005-02-13_DS","2005-02-13",7,"DS",30791
"2005-02-20_PS2","2005-02-20",7,"PS2",44330
"2005-02-20_GC","2005-02-20",7,"GC",3642
"2005-02-20_Xbox","2005-02-20",7,"Xbox",298
"2005-02-20_GBA","2005-02-20",7,"GBA",17007
"2005-02-20_PSP","2005-02-20",7,"PSP",42077
"2005-02-20_DS","2005-02-20",7,"DS",25557
"2005-02-27_PS2","2005-02-27",7,"PS2",49965
"2005-02-27_GC","2005-02-27",7,"GC",3973
"2005-02-27_Xbox","2005-02-27",7,"Xbox",286
"2005-02-27_GBA","2005-02-27",7,"GBA",19330
"2005-02-27_PSP","2005-02-27",7,"PSP",48883
"2005-02-27_DS","2005-02-27",7,"DS",30177
"2005-03-06_PS2","2005-03-06",7,"PS2",43073
"2005-03-06_GC","2005-03-06",7,"GC",4119
"2005-03-06_Xbox","2005-03-06",7,"Xbox",258
"2005-03-06_GBA","2005-03-06",7,"GBA",14711
"2005-03-06_PSP","2005-03-06",7,"PSP",55014
"2005-03-06_DS","2005-03-06",7,"DS",28280
"2005-03-13_PS2","2005-03-13",7,"PS2",36284
"2005-03-13_GC","2005-03-13",7,"GC",3810
"2005-03-13_Xbox","2005-03-13",7,"Xbox",229
"2005-03-13_GBA","2005-03-13",7,"GBA",13632
"2005-03-13_PSP","2005-03-13",7,"PSP",50646
"2005-03-13_DS","2005-03-13",7,"DS",25275
"2005-03-20_PS2","2005-03-20",7,"PS2",37258
"2005-03-20_GC","2005-03-20",7,"GC",3297
"2005-03-20_Xbox","2005-03-20",7,"Xbox",391
"2005-03-20_GBA","2005-03-20",7,"GBA",12722
"2005-03-20_PSP","2005-03-20",7,"PSP",45386
"2005-03-20_DS","2005-03-20",7,"DS",22772
"2005-03-27_PS2","2005-03-27",7,"PS2",51611
"2005-03-27_GC","2005-03-27",7,"GC",4673
"2005-03-27_Xbox","2005-03-27",7,"Xbox",435
"2005-03-27_GBA","2005-03-27",7,"GBA",21118
"2005-03-27_PSP","2005-03-27",7,"PSP",51556
"2005-03-27_DS","2005-03-27",7,"DS",60507
"2005-04-03_PS2","2005-04-03",7,"PS2",45204
"2005-04-03_GC","2005-04-03",7,"GC",4046
"2005-04-03_Xbox","2005-04-03",7,"Xbox",355
"2005-04-03_GBA","2005-04-03",7,"GBA",18124
"2005-04-03_PSP","2005-04-03",7,"PSP",43617
"2005-04-03_DS","2005-04-03",7,"DS",43806
"2005-04-10_PS2","2005-04-10",7,"PS2",38041
"2005-04-10_GC","2005-04-10",7,"GC",3143
"2005-04-10_Xbox","2005-04-10",7,"Xbox",357
"2005-04-10_GBA","2005-04-10",7,"GBA",12842
"2005-04-10_PSP","2005-04-10",7,"PSP",36637
"2005-04-10_DS","2005-04-10",7,"DS",26752
"2005-04-17_PS2","2005-04-17",7,"PS2",34686
"2005-04-17_GC","2005-04-17",7,"GC",3255
"2005-04-17_Xbox","2005-04-17",7,"Xbox",319
"2005-04-17_GBA","2005-04-17",7,"GBA",12184
"2005-04-17_PSP","2005-04-17",7,"PSP",30310
"2005-04-17_DS","2005-04-17",7,"DS",22678
"2005-04-24_PS2","2005-04-24",7,"PS2",27906
"2005-04-24_GC","2005-04-24",7,"GC",7265
"2005-04-24_Xbox","2005-04-24",7,"Xbox",293
"2005-04-24_GBA","2005-04-24",7,"GBA",9132
"2005-04-24_PSP","2005-04-24",7,"PSP",31154
"2005-04-24_DS","2005-04-24",7,"DS",72767
"2005-05-08_PS2","2005-05-08",14,"PS2",85694
"2005-05-08_GC","2005-05-08",14,"GC",11236
"2005-05-08_Xbox","2005-05-08",14,"Xbox",664
"2005-05-08_GBA","2005-05-08",14,"GBA",30930
"2005-05-08_PSP","2005-05-08",14,"PSP",77049
"2005-05-08_DS","2005-05-08",14,"DS",123739
"2005-05-15_PS2","2005-05-15",7,"PS2",30824
"2005-05-15_GC","2005-05-15",7,"GC",3008
"2005-05-15_Xbox","2005-05-15",7,"Xbox",294
"2005-05-15_GBA","2005-05-15",7,"GBA",8931
"2005-05-15_PSP","2005-05-15",7,"PSP",25114
"2005-05-15_DS","2005-05-15",7,"DS",25301
"2005-05-22_PS2","2005-05-22",7,"PS2",27295
"2005-05-22_GC","2005-05-22",7,"GC",2863
"2005-05-22_Xbox","2005-05-22",7,"Xbox",248
"2005-05-22_GBA","2005-05-22",7,"GBA",8742
"2005-05-22_PSP","2005-05-22",7,"PSP",25388
